Load 1 (lb),Load 2 (lb),Load 3 (lb),Load 4 (lb),Total (lb)
0.0,-0.0,0.0,-0.0,0.0

0.0,0.0,0.0,0.0,0.0

0.0,0.0,0.0,0.0,0.1

0.0,0.0,0.0,0.0,0.1

0.1,-0.0,0.0,0.3,0.5

1.8,2.2,1.3,12.5,17.9

42.4,44.5,1.3,27.1,115.3

57.8,81.4,10.0,13.0,162.3

35.8,67.7,1.8,19.1,124.4

35.4,66.4,1.9,19.0,122.8

34.9,64.9,1.7,19.5,120.9

35.1,65.7,1.9,19.3,121.9

35.0,64.9,1.8,19.4,121.1

33.6,63.4,1.9,18.4,117.3

57.4,74.0,11.0,11.1,153.5

53.2,44.1,1.4,46.2,144.9

0.3,0.2,0.6,0.1,1.2

0.1,0.1,0.2,0.0,0.4

