Load 1 (lb),Load 2 (lb),Load 3 (lb),Load 4 (lb),Total (lb)
0.1,0.1,0.0,0.0,0.2

0.2,0.1,0.1,0.1,0.4

0.3,0.3,0.3,1.5,2.4

24.4,44.5,0.7,26.3,95.9

74.3,56.3,12.7,9.4,152.8

62.0,38.2,2.3,16.1,118.6

52.7,40.3,0.5,17.5,111.1

50.0,40.4,0.4,18.1,108.9

49.7,40.3,0.4,18.3,108.7

49.6,40.0,0.3,18.2,108.1

50.2,40.3,0.3,18.5,109.2

49.7,39.0,0.7,18.0,107.3

66.8,69.8,5.2,17.4,159.3

9.4,5.6,1.4,19.3,35.7

0.1,0.0,0.2,0.1,0.4

0.0,0.1,0.1,0.0,0.3

