Load 1 (lb),Load 2 (lb),Load 3 (lb),Load 4 (lb),Total (lb)
0.0,-0.0,-0.0,0.0,0.0

-0.0,0.0,0.0,0.0,0.0

0.0,0.0,0.0,-0.0,0.0

0.1,0.1,0.1,1.5,1.8

25.6,43.5,1.1,35.7,105.8

63.1,62.8,11.8,10.4,148.0

61.9,63.9,7.6,15.3,148.8

60.9,62.7,6.9,15.7,146.2

61.5,63.4,7.6,15.2,147.6

61.0,65.3,10.9,11.3,148.5

67.0,64.5,4.2,18.3,153.9

2.9,1.7,1.4,7.3,13.4

0.1,0.0,0.2,0.1,0.4

0.1,0.0,0.1,0.1,0.4

0.1,0.0,0.1,0.1,0.3

0.1,0.0,0.1,0.1,0.3

